ParcelID,SaleDate,SalePrice,Story,TotalSF,BldgAV,TotalAV,UseCode,NH,NHQual,ExtWalls,Grade,PctGood,FinAttic,FinBsmt,AV_SF,SP_SF
21-04-253-012,1/5/2015,81000,2 & 1 Story,2588,29602,35749,R 0040,35,0.971975,Alum/Vinyl,6,58,0,0,41.44,31.3
21-04-255-027,6/23/2011,29500,1 Story,884,14309,19918,R 0040,35,0.971975,Alum/Vinyl,5,55,1,0,67.6,33.37
21-04-256-003,10/1/2010,84500,1 Story,1212,25766,32082,R 0040,35,0.971975,Wood,7,60,0,1,79.41,69.72
21-04-259-016,8/21/2014,61500,2 Story,1344,26512,30375,R 0040,35,0.971975,Wood,8,65,0,0,67.8,45.76
21-04-263-009,3/9/2010,90000,2 Story,1570,26747,32114,R 0040,35,0.971975,Alum/Vinyl,7,62,0,0,61.36,57.32
21-04-264-005,10/5/2015,80500,1 Story,1108,25612,33466,R 0040,35,0.971975,Alum/Vinyl,6,65,0,1,90.61,72.65
21-04-264-014,4/18/2011,75000,1.5 Finished,1144,19827,27159,R 0040,35,0.971975,Alum/Vinyl,5,62,0,0,71.22,65.56
21-04-266-001,4/30/2014,190000,1 Story,1452,48367,53151,R 0040,35,0.971975,Brick,12,75,0,1,109.82,130.85
21-04-268-003,3/30/2015,67000,2 & 1 Story,1100,23814,29543,R 0040,35,0.971975,Alum/Vinyl,4,68,0,1,80.57,60.91
21-04-276-015,11/11/2013,64900,1 Story,1045,20818,28395,R 0040,35,0.971975,Wood,4,55,0,0,81.52,62.11
21-04-278-002,10/3/2014,114000,2 & 1 Story,1992,28641,36685,R 0040,35,0.971975,Alum/Vinyl,7,75,0,0,55.25,57.23
21-04-278-005,3/15/2013,63000,2 & 1 Story,1719,25122,30815,R 0040,35,0.971975,Wood,5,58,0,0,53.78,36.65
21-04-279-004,3/30/2012,88900,2 & 1 Story,1694,30344,36684,R 0040,35,0.971975,Alum/Vinyl,5,68,0,0,64.97,52.48
21-04-279-011,8/7/2015,35000,1 Story,856,16875,23259,R 0040,35,0.971975,Wood,4,58,0,0,81.52,40.89
21-04-280-001,12/27/2010,30000,1 Story,1025,20441,26989,R 0040,35,0.971975,Wood,8,65,0,0,78.99,29.27
21-04-280-012,1/29/2009,86000,1 Story,1022,21039,27656,R 0040,35,0.971975,Wood,5,67,0,0,81.18,84.15
21-04-281-001,6/30/2011,99500,1 Story,1266,21428,28757,R 0040,35,0.971975,Alum/Vinyl,3,65,1,0,68.14,78.59
21-04-281-008,5/22/2015,87500,1 Story,1038,23843,31172,R 0040,35,0.971975,Alum/Vinyl,4,70,0,0,90.09,84.3
21-04-282-015,6/25/2009,99250,1 Story,1044,24843,32718,R 0040,35,0.971975,Alum/Vinyl,4,70,0,0,94.02,95.07
21-04-283-005,7/21/2011,98000,1 Story,1014,22470,29427,R 0040,35,0.971975,Alum/Vinyl,4,60,0,0,87.06,96.65
21-04-283-006,5/25/2011,65000,2 & 1 Story,1568,18027,24524,R 0040,35,0.971975,Wood,5,60,0,0,46.92,41.45
21-04-284-006,3/5/2009,91000,2 & 1 Story,1316,23734,31524,R 0040,35,0.971975,Alum/Vinyl,6,65,0,0,71.86,69.15
21-04-284-009,11/29/2013,43000,1.5 Finished,972,22302,25644,R 0040,35,0.971975,Alum/Vinyl,8,62,0,0,79.15,44.24
21-04-284-011,7/9/2010,40000,1 Story,904,15981,20583,R 0040,35,0.971975,Alum/Vinyl,3,62,0,0,68.31,44.25
21-04-285-002,6/30/2011,80000,2 Story,1144,24230,27982,R 0040,35,0.971975,Alum/Vinyl,8,65,0,1,73.38,69.93
21-04-285-003,5/14/2010,70000,1 Story,972,18437,25499,R 0040,35,0.971975,Wood,5,60,0,0,78.7,72.02
21-04-285-006,8/26/2015,100500,1.5 & 1 Story,1486,25443,32505,R 0040,35,0.971975,Alum/Vinyl,5,60,0,0,65.62,67.63
21-04-285-014,6/15/2012,134250,Quad-Level,1555,35797,40538,R 0040,35,0.971975,Alum/Vinyl,10,93,1,1,78.21,86.33
21-04-285-018,12/18/2014,50000,1.5 & 1 Story,1650,20177,27239,R 0040,35,0.971975,Alum/Vinyl,7,70,0,0,49.53,30.3
21-04-285-019,6/16/2009,94000,1.5 & 1 Story,1403,25372,32434,R 0040,35,0.971975,Alum/Vinyl,7,78,0,0,69.35,67
21-04-285-020,8/28/2014,80400,1 Story,1138,22301,29363,R 0040,35,0.971975,Alum/Vinyl,5,62,0,0,77.41,70.65
21-04-285-028,3/12/2009,94500,2 & 1 Story,1552,25245,31333,R 0040,35,0.971975,Wood,4,60,0,0,60.57,60.89
21-04-286-004,9/19/2014,111000,2 Story,1360,30133,35332,R 0040,35,0.971975,Wood,5,65,0,0,77.94,81.62
21-04-286-007,8/13/2013,150000,1.5 Finished,1814,35965,43302,R 0040,35,0.971975,Alum/Vinyl,9,62,0,0,71.61,82.69
21-04-287-001,10/23/2009,150000,2 & 1 Story,1788,31715,35535,R 0040,35,0.971975,Wood,7,65,0,1,59.62,83.89
21-04-287-004,7/19/2013,154900,2 & 1 Story,2304,39835,47692,R 0040,35,0.971975,Alum/Vinyl,5,80,0,0,62.1,67.23
21-04-288-004,6/24/2010,98500,1 Story,1046,20461,28371,R 0040,35,0.971975,Alum/Vinyl,4,65,0,0,81.37,94.17
21-04-288-012,9/29/2009,71000,1 Story,890,21353,27101,R 0040,35,0.971975,Alum/Vinyl,4,60,0,0,91.35,79.78
21-04-301-008,12/2/2014,60000,2 & 1 Story,1899,20625,25310,R 0040,38,0.813652,Alum/Vinyl,5,70,0,0,39.98,31.6
21-04-301-011,1/19/2012,63000,1 Story,1217,16506,21191,R 0040,38,0.813652,Alum/Vinyl,4,60,0,1,52.24,51.77
21-04-304-003,3/25/2015,62000,1 Story,952,15959,19890,R 0040,38,0.813652,Alum/Vinyl,7,77,0,0,62.68,65.13
21-04-304-007,7/23/2010,32500,1 Story,825,7424,11205,R 0040,38,0.813652,Wood,4,52,0,0,40.75,39.39
21-04-304-014,4/1/2011,82950,1.5 & 1 Story,1386,20917,24156,R 0040,38,0.813652,Alum/Vinyl,8,75,0,0,52.29,59.85
21-04-304-015,2/12/2013,51000,1 Story,900,14197,17817,R 0040,38,0.813652,Alum/Vinyl,3,55,1,0,59.39,56.67
21-04-304-021,8/3/2009,93000,1.5 & 1 Story,1420,18753,23038,R 0040,38,0.813652,Alum/Vinyl,5,70,0,0,48.67,65.49
21-04-308-011,6/27/2014,17500,2 & 1 Story,2298,1969,6919,R 0040,38,0.813652,Wood,5,60,0,0,9.03,7.62
21-04-308-017,10/2/2014,9000,1.5 Finished,1456,9367,13667,R 0040,38,0.813652,Wood,4,70,0,0,28.16,6.18
21-04-308-021,12/18/2013,124900,1 Story,1474,25430,30706,R 0040,38,0.813652,Alum/Vinyl,9,98,0,0,62.5,84.74
21-04-313-015,8/31/2011,51750,1 Story,1112,12361,17035,R 0040,38,0.813652,Alum/Vinyl,3,62,0,0,45.96,46.54
21-04-314-006,12/24/2013,85000,1.5 & 1 Story,1150,21517,25484,R 0040,38,0.813652,Wood,9,63,0,1,66.48,73.91
21-04-314-015,11/20/2009,77000,1 Story,1080,8353,12911,R 0040,38,0.813652,Alum/Vinyl,4,65,0,0,35.86,71.3
21-04-318-004,8/18/2010,23000,2 Story,1380,16006,19038,R 0040,38,0.813652,Alum/Vinyl,3,50,0,0,41.39,16.67
21-04-318-007,5/4/2015,29000,1.5 & 1 Story,1146,8293,12849,R 0040,38,0.813652,Alum/Vinyl,3,52,0,0,33.64,25.31
21-04-351-002,9/30/2014,57000,1 Story,934,18974,23551,R 0040,38,0.813652,Alum/Vinyl,8,85,0,0,75.65,61.03
21-04-354-002,7/25/2014,36500,1.5 Finished,998,15155,19843,R 0040,38,0.813652,Alum/Vinyl,4,50,0,0,59.65,36.57
21-04-363-005,7/21/2012,33000,1.5 & 1 Story,1609,13452,18541,R 0040,38,0.813652,Alum/Vinyl,4,57,0,0,34.57,20.51
21-04-364-002,8/19/2011,77500,1.5 & 1 Story,1564,16677,20659,R 0040,38,0.813652,Alum/Vinyl,7,60,0,0,39.63,49.55
21-04-365-022,9/18/2015,78500,1.5 & 1 Story,1619,17171,22897,R 0040,38,0.813652,Wood,5,65,0,0,42.43,48.49
21-04-366-002,10/28/2011,92000,2 Story,2016,22306,26845,R 0040,38,0.813652,Alum/Vinyl,7,60,0,0,39.95,45.63
21-04-366-016,6/29/2012,7000,1 Story,1400,3118,7503,R 0040,38,0.813652,Alum/Vinyl,3,45,0,0,16.08,5
21-04-387-005,4/25/2015,20000,1.5 Finished,1075,8982,12820,R 0040,38,0.813652,Alum/Vinyl,4,50,0,0,35.78,18.6
21-04-419-013,11/15/2013,112525,2 Story,1614,33760,39483,R 0040,35,0.971975,Alum/Vinyl,8,70,0,0,73.39,69.72
21-04-419-019,8/19/2009,157000,2 & 1 Story,3080,41724,51270,R 0040,35,0.971975,Alum/Vinyl,5,60,0,0,49.94,50.97
21-04-431-015,11/20/2012,152000,2 & 1 Story,2018,41554,47337,R 0040,35,0.971975,Alum/Vinyl,9,82,0,0,70.37,75.32
21-04-431-026,10/31/2012,45000,1.5 & 1 Story,1711,21317,24689,R 0040,35,0.971975,Alum/Vinyl,4,55,0,0,43.29,26.3
21-04-434-011,5/23/2014,145000,2 Story,2504,36360,43511,R 0040,35,0.971975,Alum/Vinyl,5,60,0,0,52.13,57.91
21-04-435-004,7/22/2011,105000,1.5 Finished,1944,31797,38859,R 0040,35,0.971975,Wood,7,65,0,0,59.97,54.01
21-04-436-003,7/9/2013,88000,1 Story,1190,20991,28866,R 0040,35,0.971975,Wood,8,68,0,0,72.77,73.95
21-04-436-004,7/9/2013,228750,2 Story,2682,65561,73437,R 0040,35,0.971975,Alum/Vinyl,10,85,0,0,82.14,85.29
21-04-440-010,11/19/2014,75000,1.5 Finished,1613,24872,30516,R 0040,35,0.971975,Alum/Vinyl,3,65,0,0,56.76,46.5
21-04-441-003,4/6/2015,70000,2 & 1 Story,1500,21199,26252,R 0040,35,0.971975,Wood,5,50,0,0,52.5,46.67
21-04-441-006,2/17/2009,53000,2 Story,1536,22975,27860,R 0040,35,0.971975,Wood,5,70,0,0,54.41,34.51
21-04-453-001,9/8/2014,65000,2 & 1 Story,1544,11624,18265,R 0040,35,0.971975,Wood,4,80,0,0,35.49,42.1
21-04-453-004,2/23/2012,30000,1 Story,950,7477,14118,R 0040,35,0.971975,Wood,1,55,0,0,44.58,31.58
21-04-456-002,7/20/2011,86000,1.5 & 1 Story,1317,22744,29785,R 0040,35,0.971975,Alum/Vinyl,4,68,0,0,67.85,65.3
21-04-456-006,9/28/2011,97000,1.5 Finished,1440,27412,34453,R 0040,35,0.971975,Alum/Vinyl,7,60,0,0,71.78,67.36
21-04-457-009,4/5/2013,89100,1 Story,994,19684,27891,R 0040,35,0.971975,Alum/Vinyl,3,60,0,0,84.18,89.64
21-04-457-011,4/4/2014,80000,2 & 1 Story,1898,30789,38284,R 0040,35,0.971975,Alum/Vinyl,5,65,0,0,60.51,42.15
21-04-458-004,4/20/2015,29000,1 Story,644,11221,16414,R 0040,35,0.971975,Alum/Vinyl,3,52,0,0,76.46,45.03
21-04-458-007,1/21/2009,47000,1 Story,675,11439,16284,R 0040,35,0.971975,Wood,3,62,0,0,72.37,69.63
21-04-459-004,7/31/2015,345000,1 Story,1140,19075,26509,R 0040,35,0.971975,Alum/Vinyl,3,68,0,0,69.76,302.63
21-04-459-005,8/11/2015,75000,1 Story,1282,32016,40956,R 0040,35,0.971975,Alum/Vinyl,8,70,0,0,95.84,58.5
21-04-459-012,7/26/2013,86000,2 & 1 Story,1404,22898,28330,R 0040,35,0.971975,Alum/Vinyl,5,63,0,0,60.53,61.25
21-04-459-014,7/31/2015,345000,1.5 & 1 Story,1213,22970,29117,R 0040,35,0.971975,Alum/Vinyl,4,68,0,0,72.01,284.42
21-04-459-018,3/13/2015,68750,2 & 1 Story,1524,28397,32929,R 0040,35,0.971975,Wood,5,62,0,0,64.82,45.11
21-04-460-002,10/26/2009,68000,1 Story,984,15998,20772,R 0040,35,0.971975,Alum/Vinyl,3,45,0,0,63.33,69.11
21-04-460-008,7/15/2011,69500,1 Story,958,15412,21604,R 0040,35,0.971975,Alum/Vinyl,4,65,0,0,67.65,72.55
21-04-461-001,3/26/2010,87000,1 Story,1108,20366,27357,R 0040,35,0.971975,Alum/Vinyl,3,63,0,0,74.07,78.52
21-04-461-013,10/11/2013,79500,1 Story,1121,21396,28471,R 0040,35,0.971975,Alum/Vinyl,4,62,0,0,76.19,70.92
21-04-462-004,4/13/2009,77000,1.5 Finished,1469,21059,28315,R 0040,35,0.971975,Alum/Vinyl,4,55,0,0,57.83,52.42
21-04-476-001,6/5/2014,20000,2 & 1 Story,1612,26464,31814,R 0040,35,0.971975,Alum/Vinyl,5,68,0,0,59.21,12.41
21-04-476-003,3/17/2014,50000,1 Story,1160,9377,17218,R 0040,35,0.971975,Alum/Vinyl,3,63,0,0,44.53,43.1
21-04-477-003,7/23/2015,99900,1.5 Finished,1362,22800,30641,R 0040,35,0.971975,Alum/Vinyl,5,65,0,0,67.49,73.35
21-04-477-004,7/21/2015,110000,1 Story,850,27882,34913,R 0040,35,0.971975,Alum/Vinyl,5,70,0,0,123.22,129.41
21-04-477-009,9/30/2009,102500,1.5 & 1 Story,1648,30255,36860,R 0040,35,0.971975,Alum/Vinyl,7,65,0,0,67.1,62.2
21-04-478-012,4/9/2015,56900,1 Story,848,20440,27407,R 0040,35,0.971975,Wood,8,68,0,0,96.96,67.1
21-04-480-003,4/17/2014,120000,2 Story,1508,31641,39237,R 0040,35,0.971975,Alum/Vinyl,7,78,0,0,78.06,79.58
21-04-480-005,6/29/2009,137000,2 & 1 Story,1485,33869,39310,R 0040,35,0.971975,Brick,12,67,0,0,79.41,92.26
21-04-480-008,5/17/2013,101000,2 & 1 Story,1581,28995,34547,R 0040,35,0.971975,Wood,7,63,0,0,65.55,63.88
21-04-480-011,12/29/2011,45000,1 Story,784,9991,17587,R 0040,35,0.971975,Wood,8,48,0,0,67.3,57.4
21-04-481-002,6/26/2014,70500,1.5 & 1 Story,1368,25375,32925,R 0040,35,0.971975,Wood,4,62,0,0,72.2,51.54
21-04-482-004,2/28/2013,65000,1.5 Finished,1600,14877,22975,R 0040,35,0.971975,Alum/Vinyl,4,65,1,0,43.08,40.62
21-04-482-009,3/31/2010,70000,1.5 & 1 Story,1034,23609,30490,R 0040,35,0.971975,Alum/Vinyl,5,65,0,0,88.46,67.7
21-04-482-015,5/31/2011,87900,1.5 & 1 Story,1248,20334,30496,R 0040,35,0.971975,Alum/Vinyl,4,62,0,0,73.31,70.43
21-04-482-023,7/9/2009,72000,1.5 Finished,978,23005,29483,R 0040,35,0.971975,Alum/Vinyl,7,65,0,0,90.44,73.62
21-04-482-026,1/20/2012,95000,1 Story,1006,24448,35317,R 0040,35,0.971975,Alum/Vinyl,8,62,0,0,105.32,94.43
21-04-483-004,3/26/2010,94000,1.5 Finished,1343,23838,29644,R 0040,35,0.971975,Alum/Vinyl,4,65,0,0,66.22,69.99
21-04-483-005,6/20/2012,65000,1 Story,836,13219,20314,R 0040,35,0.971975,Alum/Vinyl,2,60,1,0,72.9,77.75
21-04-483-012,8/28/2009,85000,2 & 1 Story,1328,25353,31365,R 0040,35,0.971975,Alum/Vinyl,5,63,0,0,70.85,64.01
21-04-483-025,8/28/2015,116000,2 & 1 Story,1618,33291,39330,R 0040,35,0.971975,Wood,8,70,0,0,72.92,71.69
21-04-484-002,11/26/2014,83900,2 Story,2290,29990,38489,R 0040,35,0.971975,Alum/Vinyl,4,60,0,0,50.42,36.64
21-04-484-007,7/22/2011,80000,2 Story,2184,33357,42983,R 0040,35,0.971975,Alum/Vinyl,9,63,0,0,59.04,36.63
21-04-484-009,12/21/2012,97500,1 Story,952,23016,31571,R 0040,35,0.971975,Wood,5,65,0,1,99.49,102.42
21-04-485-003,1/27/2010,96000,1 Story,1020,26230,33282,R 0040,35,0.971975,Alum/Vinyl,8,65,0,0,97.89,94.12
21-05-127-007,7/28/2015,82000,1 Story,1242,17804,27682,R 0040,37,0.915946,Alum/Vinyl,3,65,0,0,66.86,66.02
21-05-127-008,10/16/2015,33000,1 Story,801,800,7333,R 0040,37,0.915946,Wood,4,55,0,0,27.46,41.2
21-05-127-010,5/7/2010,125000,1 Story,1303,33980,40477,R 0040,37,0.915946,Alum/Vinyl,10,98,0,0,93.19,95.93
21-05-128-008,1/25/2013,30000,1.5 & 1 Story,1700,15211,22167,R 0040,37,0.915946,Alum/Vinyl,4,60,0,0,39.12,17.65
21-05-128-023,9/15/2014,55000,1 Story,700,11174,15618,R 0040,37,0.915946,Alum/Vinyl,4,65,0,0,66.93,78.57
21-05-128-025,1/15/2010,84000,1.5 & 1 Story,1220,22595,26853,R 0040,37,0.915946,Alum/Vinyl,5,70,0,0,66.03,68.85
21-05-176-010,5/16/2009,87000,2 & 1 Story,1802,18806,24212,R 0040,38,0.813652,Alum/Vinyl,5,62,0,0,40.31,48.28
21-05-176-023,5/31/2012,76750,1.5 & 1 Story,1473,15897,21303,R 0040,38,0.813652,Alum/Vinyl,7,65,0,0,43.39,52.1
21-05-176-024,8/25/2014,122000,1 Story,1160,30427,35830,R 0040,38,0.813652,Alum/Vinyl,8,70,1,1,92.66,105.17
21-05-177-007,3/11/2010,108500,1.5 & 1 Story,1558,26207,32107,R 0040,37,0.915946,Alum/Vinyl,7,73,1,0,61.82,69.64
21-05-177-015,1/24/2014,58500,1 Story,795,12125,18068,R 0040,37,0.915946,Alum/Vinyl,3,55,0,0,68.18,73.58
21-05-177-022,9/26/2012,34000,2 Story,1350,11261,17349,R 0040,37,0.915946,Alum/Vinyl,3,65,0,0,38.55,25.19
21-05-177-023,10/27/2011,16000,1 Story,834,8726,14824,R 0040,37,0.915946,Alum/Vinyl,3,50,1,0,53.32,19.18
21-05-177-024,10/26/2011,15000,2 & 1.5 Story,1852,9959,16066,R 0040,37,0.915946,Wood,4,50,0,0,26.02,8.1
21-05-177-031,5/26/2015,86755,1 Story,1426,22446,28611,R 0040,37,0.915946,Wood,3,75,0,0,60.19,60.84
21-05-177-032,7/25/2012,111000,1.5 Finished,1477,25462,30971,R 0040,37,0.915946,Alum/Vinyl,7,65,0,0,62.91,75.15
21-05-178-005,5/29/2015,55000,1.5 Finished,1029,18463,22174,R 0040,38,0.813652,Alum/Vinyl,7,65,0,0,64.65,53.45
21-05-185-002,9/14/2012,38000,1 Story,844,7940,12862,R 0040,38,0.813652,Wood,4,50,0,0,45.72,45.02
21-05-185-013,10/3/2013,60000,1 Story,756,14442,20409,R 0040,38,0.813652,Alum/Vinyl,4,50,1,0,80.99,79.37
21-05-201-009,10/11/2013,79900,1 Story,960,21679,26462,R 0040,37,0.915946,Alum/Vinyl,3,65,1,0,82.69,83.23
21-05-202-013,10/8/2015,90000,1 Story,967,17481,21878,R 0040,37,0.915946,Alum/Vinyl,7,60,0,0,67.87,93.07
21-05-202-014,7/2/2015,92000,1 Story,792,19187,23983,R 0040,37,0.915946,Alum/Vinyl,6,70,0,1,90.84,116.16
21-05-203-001,8/11/2009,73500,1 Story,1149,17637,23931,R 0040,37,0.915946,Alum/Vinyl,1,55,0,0,62.48,63.97
21-05-205-005,10/18/2013,97000,1 Story,895,20939,26393,R 0040,37,0.915946,Brick,7,78,0,0,88.47,108.38
21-05-205-006,6/5/2009,85000,1 Story,858,22799,27893,R 0040,37,0.915946,Alum/Vinyl,5,65,1,0,97.53,99.07
21-05-206-013,11/20/2009,79900,1.5 & 1 Story,1079,15424,21673,R 0040,37,0.915946,Alum/Vinyl,4,62,0,0,60.26,74.05
21-05-207-001,2/20/2015,69900,1 Story,1431,15979,22701,R 0040,37,0.915946,Alum/Vinyl,3,50,0,0,47.59,48.85
21-05-207-005,8/14/2014,79900,1 Story,1083,21347,28317,R 0040,37,0.915946,Alum/Vinyl,5,60,0,0,78.44,73.78
21-05-207-015,8/1/2014,103000,1.5 & 1 Story,1271,24436,31406,R 0040,37,0.915946,Alum/Vinyl,5,70,0,1,74.13,81.04
21-05-208-005,2/12/2015,83900,1.5 & 1 Story,1635,24659,29951,R 0040,37,0.915946,Alum/Vinyl,5,68,0,0,54.96,51.31
21-05-208-009,6/27/2014,79000,1 Story,730,22759,27267,R 0040,37,0.915946,Alum/Vinyl,8,75,0,1,112.06,108.22
21-05-208-010,4/17/2013,115000,2 Story,2637,33089,39452,R 0040,37,0.915946,Brick & Frame,8,70,0,0,44.88,43.61
21-05-208-016,1/14/2010,39500,1.5 & 1 Story,984,11509,15422,R 0040,37,0.915946,Alum/Vinyl,3,60,0,0,47.02,40.14
21-05-210-001,3/16/2009,95000,1 Story,816,18815,24405,R 0040,37,0.915946,Wood,5,63,1,0,89.72,116.42
21-05-210-003,6/30/2015,80000,1 Story,1130,20468,26987,R 0040,37,0.915946,Alum/Vinyl,4,65,0,0,71.65,70.8
21-05-210-006,4/1/2015,80000,1.5 & 1 Story,1322,17526,24045,R 0040,37,0.915946,Alum/Vinyl,4,60,0,0,54.57,60.51
21-05-210-010,1/3/2014,93000,1.5 Finished,1171,25985,30733,R 0040,37,0.915946,Alum/Vinyl,5,70,0,1,78.74,79.42
21-05-211-008,9/30/2010,55000,1 Story,972,14248,19823,R 0040,37,0.915946,Alum/Vinyl,4,55,0,0,61.18,56.58
21-05-211-012,4/22/2010,78750,2 & 1 Story,1397,18443,24777,R 0040,37,0.915946,Alum/Vinyl,7,68,0,0,53.21,56.37
21-05-212-014,11/30/2011,38000,1 Story,756,8683,12842,R 0040,37,0.915946,Alum/Vinyl,4,52,0,0,50.96,50.26
21-05-228-001,7/30/2009,120000,1 Story,1165,26854,33333,R 0040,37,0.915946,Wood,5,75,0,0,85.84,103
21-05-228-003,2/26/2010,83000,1 Story,784,11508,20400,R 0040,37,0.915946,Alum/Vinyl,4,65,0,0,78.06,105.87
21-05-228-006,1/28/2015,15000,1 Story,666,6823,10333,R 0040,37,0.915946,Wood,7,53,0,0,46.55,22.52
21-05-251-006,5/27/2015,71200,1 Story,998,15815,21064,R 0040,37,0.915946,Alum/Vinyl,4,60,0,0,63.32,71.34
21-05-251-021,2/4/2015,90000,1 Story,875,22310,29574,R 0040,37,0.915946,Alum/Vinyl,8,70,0,0,101.4,102.86
21-05-251-029,2/18/2009,85900,1 Story,1099,17609,24310,R 0040,37,0.915946,Alum/Vinyl,4,68,0,0,66.36,78.16
21-05-251-032,5/22/2015,71500,1 Story,992,17491,24129,R 0040,37,0.915946,Alum/Vinyl,4,57,1,0,72.97,72.08
21-05-253-005,2/17/2012,57000,1 Story,840,17136,22346,R 0040,37,0.915946,Alum/Vinyl,4,58,0,1,79.81,67.86
21-05-253-012,4/30/2010,79250,1 Story,956,17809,23907,R 0040,37,0.915946,Alum/Vinyl,5,60,1,0,75.02,82.9
21-05-253-014,5/13/2014,77000,1 Story,976,21280,27517,R 0040,37,0.915946,Alum/Vinyl,5,67,1,0,84.58,78.89
21-05-253-021,6/19/2013,60000,1 Story,1338,15258,20194,R 0040,38,0.813652,Alum/Vinyl,4,60,0,0,45.28,44.84
21-05-256-001,4/26/2013,27000,1 Story,1061,8131,11332,R 0040,38,0.813652,Masonite,4,55,1,0,32.04,25.45
21-05-283-001,11/4/2010,91000,1 Story,858,21336,26612,R 0040,36,0.897298,Alum/Vinyl,8,65,0,1,93.05,106.06
21-05-283-012,10/31/2013,29000,1.5 & 1 Story,980,13334,18641,R 0040,38,0.813652,Alum/Vinyl,4,62,0,0,57.06,29.59
21-05-286-010,4/22/2014,17500,1 Story,476,12832,18335,R 0040,38,0.813652,Wood,4,40,0,0,115.56,36.76
21-05-287-015,5/25/2011,27500,1 Story,780,10871,13835,R 0040,38,0.813652,Alum/Vinyl,4,62,0,0,53.21,35.26
21-05-289-002,6/3/2010,45000,1 Story,1102,13441,17364,R 0040,38,0.813652,Alum/Vinyl,5,62,0,0,47.27,40.83
21-05-289-008,3/10/2009,97000,1 Story,979,23122,28542,R 0040,38,0.813652,Brick,10,65,0,0,87.46,99.08
21-05-331-001,9/23/2014,59900,1 Story,984,15541,23180,R 0040,40,0.986082,Alum/Vinyl,3,55,0,0,70.67,60.87
21-05-331-007,8/1/2014,47000,1.5 & 1 Story,1253,14777,23334,R 0040,40,0.986082,Wood,7,45,0,0,55.87,37.51
21-05-331-009,3/23/2012,41500,1 Story,985,13677,23739,R 0040,40,0.986082,Alum/Vinyl,3,65,0,0,72.3,42.13
21-05-331-016,10/10/2012,23500,1 Story,890,2085,9000,R 0040,40,0.986082,Alum/Vinyl,4,60,0,0,30.34,26.4
21-05-332-017,6/13/2013,56000,1 Story,953,15005,25389,R 0040,40,0.986082,Alum/Vinyl,4,72,0,0,79.92,58.76
21-05-332-020,12/18/2014,68500,1 Story,1055,18384,25054,R 0040,40,0.986082,Alum/Vinyl,4,70,0,1,71.24,64.93
21-05-332-025,7/7/2009,91500,1 Story,1072,20338,26487,R 0040,40,0.986082,Alum/Vinyl,4,65,0,1,74.12,85.35
21-05-333-002,10/20/2009,71500,1 Story,874,19464,25797,R 0040,40,0.986082,Alum/Vinyl,8,65,0,0,88.55,81.81
21-05-333-004,7/31/2014,68000,1 Story,887,13513,19094,R 0040,40,0.986082,Alum/Vinyl,4,70,0,0,64.58,76.66
21-05-333-011,9/15/2014,67500,1 Story,866,16611,21081,R 0040,40,0.986082,Alum/Vinyl,7,62,0,0,73.03,77.94
21-05-333-013,7/31/2013,81900,1 Story,1094,19283,29667,R 0040,40,0.986082,Alum/Vinyl,8,65,0,0,81.35,74.86
21-05-333-014,4/30/2013,58400,1 Story,1286,14617,25000,R 0040,40,0.986082,Alum/Vinyl,5,60,0,0,58.32,45.41
21-05-333-017,11/7/2012,80000,1.5 & 1 Story,1656,20782,26687,R 0040,40,0.986082,Alum/Vinyl,8,68,0,0,48.35,48.31
21-05-352-015,10/5/2010,40000,1 Story,944,25208,31004,R 0040,40,0.986082,Wood,8,68,0,0,98.53,42.37
21-05-354-007,11/1/2009,68000,1 Story,1212,18570,24915,R 0040,40,0.986082,Alum/Vinyl,8,60,0,0,61.67,56.11
21-05-355-023,6/15/2010,99900,St Bi-Level,840,15599,21156,R 0040,40,0.986082,Alum/Vinyl,7,90,0,1,75.56,118.93
21-05-356-016,8/7/2009,31000,1 Story,813,14509,20066,R 0040,40,0.986082,Alum/Vinyl,7,75,0,0,74.04,38.13
21-05-357-007,7/5/2013,85000,St Bi-Level,924,16675,22184,R 0040,40,0.986082,Alum/Vinyl,8,95,0,1,72.03,91.99
21-05-377-010,1/30/2015,76000,1.5 & 1 Story,1868,22005,30065,R 0040,40,0.986082,Alum/Vinyl,5,60,0,0,48.28,40.69
21-05-377-020,2/27/2015,60000,2 & 1 Story,938,14016,21585,R 0040,40,0.986082,Alum/Vinyl,5,58,0,0,69.04,63.97
21-05-377-026,9/18/2009,96500,1 Story,1165,16040,29493,R 0040,40,0.986082,Alum/Vinyl,5,63,0,0,75.95,82.83
21-05-377-028,11/20/2009,85000,1 Story,1040,17157,23845,R 0040,40,0.986082,Alum/Vinyl,4,65,1,0,68.78,81.73
21-05-377-030,9/24/2013,21500,1 Story,428,6758,11272,R 0040,40,0.986082,Alum/Vinyl,2,48,0,0,79.01,50.23
21-05-378-003,4/15/2014,96500,1.5 & 1 Story,1597,24669,31250,R 0040,40,0.986082,Alum/Vinyl,5,73,0,0,58.7,60.43
21-05-378-011,3/24/2014,83000,1.5 & 1 Story,1328,7077,13697,R 0040,40,0.986082,Alum/Vinyl,5,55,0,0,30.94,62.5
21-05-378-012,5/5/2015,15000,1 Story,755,9467,17963,R 0040,40,0.986082,Alum/Vinyl,3,58,0,0,71.38,19.87
