ParcelID,SaleDate,SalePrice,Story,TotalSF,BldgAV,TotalAV,UseCode,NH,NHQual,ExtWalls,Grade,PctGood,FinAttic,FinBsmt,AV_SF,SP_SF
14-33-481-026,7/26/2014,187000,2 Story,1738,52069,60171,R 0040,58,1.097664,Alum/Vinyl,12,65,0,0,103.86,107.59
14-33-481-030,2/1/2013,191500,2 Story,1768,51780,60376,R 0040,58,1.097664,Alum/Vinyl,12,70,1,1,102.45,108.31
14-33-481-061,4/18/2011,188000,2 & 1 Story,1746,54310,61825,R 0040,58,1.097664,Brick,13,70,0,0,106.23,107.67
14-33-482-007,8/21/2015,93250,1 Story,1296,26983,34967,R 0040,16,0.972066,Alum/Vinyl,8,68,0,0,80.94,71.95
14-33-482-009,10/15/2009,85000,1 Story,732,19234,27123,R 0040,16,0.972066,Alum/Vinyl,8,75,0,0,111.16,116.12
14-33-482-017,10/9/2015,80000,1 Story,704,20814,28296,R 0040,16,0.972066,Alum/Vinyl,8,68,0,0,120.58,113.64
14-33-482-020,6/5/2014,60000,1 Story,732,17649,24355,R 0040,16,0.972066,Alum/Vinyl,8,70,0,0,99.82,81.97
14-34-276-002,9/30/2009,155000,Tri-Level,1722,42181,56842,R 0040,11,1.154351,Brick Front,10,90,0,1,99.03,90.01
14-34-276-009,12/5/2011,130000,Tri-Level,1857,49627,65136,R 0040,11,1.154351,Alum/Vinyl,12,75,0,1,105.23,70.01
14-34-276-011,4/16/2010,205000,L Bi-Level,1720,49670,65347,R 0040,11,1.154351,Wood,12,95,0,1,113.98,119.19
14-34-278-008,2/23/2009,248000,Tri-Level,2801,57380,73169,R 0040,11,1.154351,Brick & Frame,13,92,0,1,78.37,88.54
14-34-278-009,5/18/2015,195000,2 & 1 Story,1925,55267,70010,R 0040,11,1.154351,Brick & Frame,13,88,0,1,109.11,101.3
14-34-279-004,6/8/2012,182500,2 & 1 Story,2084,50539,67265,R 0040,11,1.154351,Brick & Frame,13,95,0,1,96.83,87.57
14-34-279-005,6/12/2013,186000,2 & 1 Story,2214,53960,69752,R 0040,11,1.154351,Brick & Frame,13,90,0,0,94.51,84.01
14-34-279-012,7/8/2015,220000,1.5 & 1 Story,2518,64017,80020,R 0040,11,1.154351,Brick,14,90,0,1,95.34,87.37
14-34-279-013,4/23/2009,211000,1 Story,1966,52366,67546,R 0040,11,1.154351,Brick,14,92,0,0,103.07,107.32
14-34-280-006,7/14/2014,226500,2 & 1 Story,2258,55607,70724,R 0040,11,1.154351,Brick & Frame,12,90,0,1,93.96,100.31
14-34-281-005,8/28/2015,227500,2 & 1 Story,2744,61369,78380,R 0040,11,1.154351,Brick & Frame,13,90,0,0,85.69,82.91
14-34-281-008,10/11/2010,210000,Dr/Bi-Level,1957,55672,69384,R 0040,11,1.154351,Brick,12,90,0,1,106.36,107.31
14-34-281-009,7/21/2015,206000,2 & 1 Story,2420,52994,67659,R 0040,11,1.154351,Brick,14,93,0,0,83.87,85.12
14-34-281-016,6/3/2009,172000,1 Story,1947,42832,56567,R 0040,11,1.154351,Brick,12,90,0,0,87.16,88.34
14-34-282-002,6/26/2013,225000,1 Story,1540,41845,59348,R 0040,11,1.154351,Wood,13,88,0,1,115.61,146.1
14-34-282-005,6/27/2012,255000,1 Story,1878,61805,76618,R 0040,11,1.154351,Brick,12,88,0,1,122.39,135.78
14-34-282-006,6/24/2014,265000,1.5 Finished,2951,70499,85196,R 0040,11,1.154351,Brick,13,90,0,1,86.61,89.8
14-34-301-002,10/7/2011,89000,1 Story,768,25038,31390,R 0040,15,1.034338,Alum/Vinyl,9,78,0,0,122.62,115.89
14-34-301-006,1/29/2014,117500,1.5 & 1 Story,1169,34674,41003,R 0040,15,1.034338,Alum/Vinyl,9,75,0,1,105.23,100.51
14-34-301-011,7/15/2014,137500,1 Story,1036,27267,34477,R 0040,15,1.034338,Wood,8,78,0,0,99.84,132.72
14-34-301-013,11/20/2012,120000,1 Story,1195,32426,40000,R 0040,15,1.034338,Brick,13,90,0,1,100.42,100.42
14-34-301-016,5/30/2013,103600,1 Story,1142,27409,34800,R 0040,15,1.034338,Alum/Vinyl,8,78,0,0,91.42,90.72
14-34-301-018,12/27/2011,189000,1.5 Finished,1403,46158,56472,R 0040,15,1.034338,Wood,13,75,0,1,120.75,134.71
14-34-302-005,10/7/2014,91500,1 Story,784,22318,28587,R 0040,15,1.034338,Wood,9,80,0,0,109.39,116.71
14-34-302-009,12/18/2012,166000,2 & 1.5 Story,1939,45464,54434,R 0040,15,1.034338,Alum/Vinyl,10,83,0,0,84.22,85.61
14-34-303-002,5/17/2010,175000,1.5 Finished,1581,45036,52584,R 0040,15,1.034338,Brick,9,85,0,1,99.78,110.69
14-34-303-005,3/30/2012,112900,1 Story,817,28620,37501,R 0040,15,1.034338,Brick,12,82,0,0,137.7,138.19
14-34-304-011,8/14/2013,91000,1 Story,913,22239,27312,R 0040,15,1.034338,Alum/Vinyl,8,70,0,0,89.74,99.67
14-34-304-013,9/18/2009,108400,1 Story,788,21023,26249,R 0040,15,1.034338,Alum/Vinyl,7,70,0,1,99.93,137.56
14-34-305-006,5/14/2010,139000,1 Story,1140,34093,42993,R 0040,15,1.034338,Wood,10,80,0,1,113.14,121.93
14-34-306-008,10/23/2015,119000,1 Story,1153,28139,37599,R 0040,14,0.99856,Brick,13,85,0,0,97.83,103.21
14-34-306-013,7/5/2013,130000,1 Story,1293,30253,42555,R 0040,14,0.99856,Brick,12,90,0,0,98.74,100.54
14-34-307-008,1/23/2012,34000,1 Story,720,9079,14000,R 0040,16,0.972066,Alum/Vinyl,7,60,0,0,58.33,47.22
14-34-307-011,5/4/2012,92750,1 Story,768,24374,32138,R 0040,16,0.972066,Wood,9,68,0,1,125.54,120.77
14-34-307-015,6/27/2013,99500,1 Story,864,26756,33094,R 0040,16,0.972066,Alum/Vinyl,9,85,0,0,114.91,115.16
14-34-307-031,9/30/2011,98500,1 Story,1128,27274,34698,R 0040,16,0.972066,Wood,9,95,0,0,92.28,87.32
14-34-307-032,7/20/2012,140000,1 Story,1061,36716,44542,R 0040,16,0.972066,Alum/Vinyl,9,85,0,0,125.94,131.95
14-34-308-009,3/12/2015,119000,Dr/Bi-Level,1250,33444,40662,R 0040,16,0.972066,Alum/Vinyl,9,98,0,1,97.59,95.2
14-34-308-014,4/23/2010,80000,1 Story,886,18506,27701,R 0040,16,0.972066,Alum/Vinyl,8,75,0,0,93.8,90.29
14-34-309-002,2/11/2014,81900,1 Story,875,23562,30105,R 0040,16,0.972066,Alum/Vinyl,8,70,0,0,103.22,93.6
14-34-309-004,5/25/2012,80000,1 Story,870,20667,27200,R 0040,16,0.972066,Alum/Vinyl,8,80,0,0,93.79,91.95
14-34-309-007,10/22/2013,130000,2 & 1 Story,2050,29738,38980,R 0040,16,0.972066,Alum/Vinyl,3,55,0,0,57.04,63.41
14-34-309-015,7/26/2013,106000,1 Story,864,23628,30885,R 0040,16,0.972066,Alum/Vinyl,8,80,0,1,107.24,122.69
14-34-309-019,2/19/2010,118000,1 Story,960,25456,31569,R 0040,16,0.972066,Alum/Vinyl,9,85,0,0,98.65,122.92
14-34-309-020,6/28/2012,131000,1 Story,1026,33927,41145,R 0040,16,0.972066,Wood,9,85,0,1,120.31,127.68
14-34-309-021,12/11/2009,97500,1 Story,1326,29084,36300,R 0040,16,0.972066,Alum/Vinyl,8,75,0,0,82.13,73.53
14-34-309-040,8/15/2012,90000,1 Story,864,27815,37010,R 0040,16,0.972066,Alum/Vinyl,8,85,0,0,128.51,104.17
14-34-310-004,5/26/2009,108000,1 Story,797,23172,29667,R 0040,16,0.972066,Alum/Vinyl,9,75,0,0,111.67,135.51
14-34-310-009,6/30/2015,99900,1 Story,1266,26979,35437,R 0040,16,0.972066,Alum/Vinyl,8,85,0,0,83.97,78.91
14-34-310-011,10/4/2013,81000,1.5 Finished,1087,21276,29758,R 0040,16,0.972066,Wood,5,75,0,0,82.13,74.52
14-34-310-016,7/24/2014,76000,1 Story,796,19953,28507,R 0040,16,0.972066,Alum/Vinyl,7,75,0,0,107.44,95.48
14-34-310-026,12/9/2013,84000,1 Story,744,21296,27973,R 0040,16,0.972066,Alum/Vinyl,8,78,0,0,112.79,112.9
14-34-310-031,4/20/2015,61500,1 Story,744,18114,23974,R 0040,16,0.972066,Wood,8,75,0,0,96.67,82.66
14-34-310-033,7/27/2012,130000,1 Story,1213,0,0,R 0040,16,0.972066,Alum/Vinyl,9,82,0,0,98.12,107.17
14-34-310-035,7/7/2015,125000,1 Story,1213,31086,38489,R 0040,16,0.972066,Alum/Vinyl,9,82,0,0,95.19,103.05
14-34-326-008,3/26/2013,103000,1 Story,1343,20374,32124,R 0040,14,0.99856,Alum/Vinyl,9,85,0,0,71.76,76.69
14-34-327-001,3/31/2009,152000,Dr/Bi-Level,1350,42999,51631,R 0040,14,0.99856,Alum/Vinyl,10,98,0,1,114.74,112.59
14-34-327-004,9/30/2015,123500,1 Story,1144,24044,33484,R 0040,14,0.99856,Wood,10,90,0,1,87.81,107.95
14-34-327-005,8/21/2015,131000,1 Story,1125,31382,40822,R 0040,14,0.99856,Wood,10,85,0,0,108.86,116.44
14-34-327-006,10/28/2011,116000,1 Story,1126,30966,39781,R 0040,14,0.99856,Wood,10,90,0,0,105.99,103.02
14-34-327-010,8/30/2013,123000,1 Story,1118,29733,38676,R 0040,14,0.99856,Alum/Vinyl,12,90,0,1,103.78,110.02
14-34-327-013,9/30/2011,137100,1 Story,1752,31494,45366,R 0040,14,0.99856,Brick,13,92,0,0,77.68,78.25
14-34-328-009,5/19/2011,127000,1 Story,1326,38529,48166,R 0040,14,0.99856,Alum/Vinyl,10,90,0,0,108.97,95.78
14-34-328-012,5/31/2012,123500,1 Story,1288,31706,40879,R 0040,14,0.99856,Brick,10,92,0,1,95.22,95.89
14-34-328-013,2/20/2015,121000,1 Story,1176,30445,39618,R 0040,14,0.99856,Alum/Vinyl,9,88,0,0,101.07,102.89
14-34-328-015,5/20/2011,133000,Tri-Level,1405,30535,40093,R 0040,14,0.99856,Brick Front,10,80,0,1,85.61,94.66
14-34-328-016,8/26/2012,157000,1 Story,1518,35093,44402,R 0040,14,0.99856,Brick,10,88,0,1,87.75,103.43
14-34-329-006,4/26/2012,140000,1 Story,1264,32944,43239,R 0040,14,0.99856,Alum/Vinyl,10,90,0,0,102.62,110.76
14-34-329-007,5/8/2015,157000,1 Story,1829,41216,50611,R 0040,14,0.99856,Wood,12,93,0,0,83.01,85.84
14-34-329-008,5/26/2011,132500,1 Story,1446,30520,40277,R 0040,14,0.99856,Alum/Vinyl,10,92,0,1,83.56,91.63
14-34-329-014,6/29/2011,122000,Quad-Level,1424,37509,47155,R 0040,14,0.99856,Brick & Frame,10,92,0,1,99.34,85.67
14-34-329-018,5/24/2010,72500,1 Story,1211,29939,38689,R 0040,14,0.99856,Wood,10,80,0,0,95.84,59.87
14-34-329-025,5/7/2015,340000,1 Story,2540,84633,113315,R 0040,86,1.51355,Wood,12,93,0,1,133.84,133.86
14-34-331-001,4/11/2014,94000,1 Story,864,25835,31632,R 0040,16,0.972066,Alum/Vinyl,8,83,0,0,109.83,108.8
14-34-331-002,9/20/2013,92000,1 Story,901,24979,31152,R 0040,16,0.972066,Alum/Vinyl,8,78,0,0,103.72,102.11
14-34-331-003,7/18/2011,82000,1 Story,876,20176,27035,R 0040,16,0.972066,Alum/Vinyl,8,75,0,0,92.59,93.61
14-34-331-013,6/30/2009,113000,1 Story,1140,25890,32188,R 0040,16,0.972066,Alum/Vinyl,8,80,0,0,84.71,99.12
14-34-332-015,10/18/2013,262900,1 Story,2374,52624,72951,R 0040,13,1.016436,Wood,13,98,0,1,92.19,110.74
14-34-334-011,7/9/2015,216000,2 Story,2712,55101,71983,R 0040,13,1.016436,Wood,13,98,0,0,79.63,79.65
14-34-334-020,11/5/2012,192500,2 Story,2618,43152,62579,R 0040,13,1.016436,Wood,13,98,0,0,71.71,73.53
14-34-351-001,1/8/2015,64000,1 Story,796,20166,25526,R 0040,16,0.972066,Alum/Vinyl,8,75,0,0,96.2,80.4
14-34-351-005,1/15/2014,80750,1 Story,725,20361,28101,R 0040,16,0.972066,Alum/Vinyl,8,78,0,0,116.28,111.38
14-34-351-007,3/14/2014,60000,1 Story,672,13639,20667,R 0040,16,0.972066,Wood,8,80,0,0,92.26,89.29
14-34-351-016,9/24/2010,89500,1 Story,682,22319,30337,R 0040,16,0.972066,Alum/Vinyl,8,75,0,0,133.45,131.23
14-34-351-018,10/22/2009,100000,1 Story,936,23268,31286,R 0040,16,0.972066,Alum/Vinyl,8,75,0,0,100.28,106.84
14-34-351-021,8/1/2014,100000,1 Story,870,26046,32927,R 0040,16,0.972066,Alum/Vinyl,8,80,0,1,113.54,114.94
14-34-352-002,6/28/2012,88000,1 Story,720,19850,27417,R 0040,16,0.972066,Alum/Vinyl,9,88,0,0,114.24,122.22
14-34-352-006,5/30/2014,99500,1 Story,1010,25268,33850,R 0040,16,0.972066,Alum/Vinyl,9,80,0,0,100.54,98.51
14-34-352-008,7/27/2009,105000,1 Story,918,19958,26463,R 0040,16,0.972066,Wood,7,70,0,0,86.48,114.38
14-34-352-014,5/11/2010,98000,1 Story,825,24875,31380,R 0040,16,0.972066,Alum/Vinyl,8,75,0,1,114.11,118.79
14-34-352-020,11/3/2011,17900,1 Story,783,25538,33105,R 0040,16,0.972066,Alum/Vinyl,8,98,0,0,126.84,22.86
14-34-353-009,7/11/2014,137000,1 Story,1405,29917,39331,R 0040,16,0.972066,Alum/Vinyl,8,78,0,0,83.98,97.51
14-34-353-012,10/21/2010,103000,1 Story,864,16520,22169,R 0040,16,0.972066,Alum/Vinyl,7,80,0,0,76.98,119.21
14-34-353-014,5/29/2012,113450,1 Story,833,19814,27822,R 0040,16,0.972066,Alum/Vinyl,9,75,0,0,100.2,136.19
14-34-353-020,12/10/2014,68500,1 Story,891,22291,29552,R 0040,16,0.972066,Stucco,5,75,0,0,99.5,76.88
14-34-353-024,4/30/2009,74000,1 Story,1022,19659,26070,R 0040,16,0.972066,Alum/Vinyl,8,72,0,0,76.53,72.41
14-34-353-029,6/28/2012,80000,1 Story,736,19622,26377,R 0040,16,0.972066,Alum/Vinyl,8,80,0,0,107.51,108.7
14-34-354-004,10/9/2015,124500,1 Story,1430,31460,39117,R 0040,16,0.972066,Alum/Vinyl,8,80,0,0,82.06,87.06
14-34-354-010,10/20/2011,105000,1 Story,1128,22489,30146,R 0040,16,0.972066,Alum/Vinyl,8,85,0,0,80.18,93.09
14-34-354-022,9/10/2015,87000,1 Story,772,18964,26448,R 0040,16,0.972066,Alum/Vinyl,8,80,0,0,102.78,112.69
14-34-354-023,12/29/2014,85000,1 Story,1208,25149,32662,R 0040,16,0.972066,Wood,8,75,0,0,81.11,70.36
14-34-354-025,6/27/2013,96000,1 Story,771,19735,27302,R 0040,16,0.972066,Wood,8,76,0,0,106.23,124.51
14-34-354-027,4/15/2011,74500,1 Story,845,21002,28633,R 0040,16,0.972066,Alum/Vinyl,8,80,0,0,101.66,88.17
14-34-354-028,2/15/2013,46000,1 Story,948,20724,28381,R 0040,16,0.972066,Alum/Vinyl,9,78,0,0,89.81,48.52
14-34-354-029,9/30/2010,110000,1 Story,1140,33008,40681,R 0040,16,0.972066,Wood,10,85,0,0,107.06,96.49
14-34-354-035,3/6/2015,91000,1 Story,1178,22455,30606,R 0040,16,0.972066,Alum/Vinyl,9,78,0,0,77.94,77.25
14-34-376-001,3/21/2014,96000,1 Story,987,24718,30237,R 0040,16,0.972066,Alum/Vinyl,8,85,0,0,91.91,97.26
14-34-376-005,5/1/2011,100000,1 Story,845,22454,28777,R 0040,16,0.972066,Alum/Vinyl,8,75,0,0,102.17,118.34
14-34-377-005,5/12/2010,113000,1 Story,845,24691,31139,R 0040,16,0.972066,Alum/Vinyl,8,80,0,0,110.55,133.73
14-34-377-006,7/15/2014,80000,1 Story,813,21987,27942,R 0040,16,0.972066,Alum/Vinyl,8,80,0,0,103.11,98.4
14-34-377-009,5/26/2015,92000,1 Story,1178,25698,32146,R 0040,16,0.972066,Alum/Vinyl,8,83,0,0,81.87,78.1
14-34-378-002,12/1/2009,91500,1 Story,945,21483,27002,R 0040,16,0.972066,Alum/Vinyl,8,75,0,0,85.72,96.83
14-34-378-003,6/26/2013,52000,1 Story,916,24208,30531,R 0040,16,0.972066,Alum/Vinyl,8,82,0,0,99.99,56.77
14-34-378-017,5/15/2014,124000,1 Story,1269,30837,45515,R 0040,16,0.972066,Brick,12,90,0,1,107.6,97.71
14-34-379-002,8/6/2014,85000,1 Story,992,20342,28350,R 0040,16,0.972066,Wood,9,75,0,0,85.74,85.69
14-34-379-009,5/16/2012,106500,1 Story,796,23000,30753,R 0040,16,0.972066,Alum/Vinyl,9,80,0,0,115.9,133.79
14-34-379-024,4/16/2010,290000,1 Story,1754,49364,67325,R 0040,16,0.972066,Brick,13,98,0,0,115.15,165.34
14-34-379-025,5/27/2011,330000,1 Story,2403,67174,85868,R 0040,16,0.972066,Brick Front,13,98,0,1,107.2,137.33
14-34-379-033,3/17/2010,115500,1 Story,1618,33128,46840,R 0040,16,0.972066,Alum/Vinyl,9,80,0,1,86.85,71.38
14-34-379-036,6/12/2013,192500,1 Story,1611,37433,61098,R 0040,16,0.972066,Alum/Vinyl,7,70,0,0,113.78,119.49
14-34-379-037,9/11/2015,218000,2 & 1 Story,2766,50977,68970,R 0040,16,0.972066,Wood,8,80,0,0,74.8,78.81
14-34-401-002,7/30/2013,333500,2 & 1 Story,1812,48972,101306,R 0040,86,1.51355,Brick Front,13,85,0,0,167.73,184.05
14-34-427-001,5/15/2014,120000,1 Story,1280,25181,37381,R 0040,12,0.945281,Brick,10,86,0,1,87.61,93.75
14-34-427-002,3/26/2015,124000,1 Story,1092,27816,38513,R 0040,12,0.945281,Alum/Vinyl,9,86,0,1,105.8,113.55
14-34-427-005,3/31/2015,131000,1 Story,1435,25634,36778,R 0040,12,0.945281,Wood,9,88,0,0,76.89,91.29
14-34-427-016,3/25/2013,162500,1 Story,1341,39341,51628,R 0040,12,0.945281,Brick,10,86,0,1,115.5,121.18
14-34-428-003,6/13/2011,125250,1 Story,1204,29869,41016,R 0040,12,0.945281,Brick,10,86,0,0,102.2,104.03
14-34-429-003,7/31/2015,120000,1 Story,1355,33672,46288,R 0040,12,0.945281,Alum/Vinyl,10,85,0,1,102.48,88.56
14-34-429-007,9/25/2012,144000,1 Story,1508,36929,50679,R 0040,12,0.945281,Brick,13,80,0,0,100.82,95.49
14-34-451-027,11/9/2011,194000,2 Story,2978,47771,64308,R 0040,13,1.016436,Wood,12,98,0,0,64.78,65.14
14-34-454-002,12/15/2011,164000,1 Story,1966,40114,55025,R 0040,13,1.016436,Brick Front,12,98,0,1,83.96,83.42
14-34-454-008,4/26/2013,220000,2 & 1 Story,2816,62963,78464,R 0040,13,1.016436,Wood,13,98,0,0,83.59,78.12
14-34-454-009,12/17/2010,260000,2 & 1 Story,2846,60339,75831,R 0040,13,1.016436,Wood,14,98,0,1,79.93,91.36
14-34-454-018,9/5/2014,223000,2 & 1 Story,2920,62667,78913,R 0040,13,1.016436,Wood,13,98,0,0,81.08,76.37
14-34-454-025,3/1/2011,258000,2 & 1 Story,3124,59896,76178,R 0040,13,1.016436,Brick,14,98,0,1,73.15,82.59
14-34-476-003,11/4/2014,85500,1 Story,1092,29062,39759,R 0040,12,0.945281,Wood,10,78,0,1,109.23,78.3
14-34-476-004,3/31/2010,127900,1 Story,1260,26692,37389,R 0040,12,0.945281,Wood,10,78,0,0,89.02,101.51
14-34-476-012,1/25/2012,118000,1 Story,1068,31910,43782,R 0040,12,0.945281,Alum/Vinyl,12,86,0,0,122.98,110.49
14-34-477-003,1/25/2014,155000,1 Story,1850,38364,50105,R 0040,12,0.945281,Alum/Vinyl,13,83,0,1,81.25,83.78
14-34-477-007,8/1/2012,137900,1 Story,1661,36215,50638,R 0040,12,0.945281,Brick,13,88,0,0,91.46,83.02
14-34-478-002,5/13/2010,150000,1 Story,1308,35278,47000,R 0040,12,0.945281,Brick,14,83,0,1,107.8,114.68
14-34-478-003,6/19/2015,125000,1 Story,1551,32194,43934,R 0040,12,0.945281,Brick Front,12,78,0,0,84.98,80.59
14-34-478-004,3/2/2011,142500,1 Story,1466,32381,44536,R 0040,12,0.945281,Brick & Frame,12,83,0,0,91.14,97.2
14-34-478-010,6/30/2014,115000,1 Story,1126,27554,38721,R 0040,12,0.945281,Wood,10,83,0,0,103.16,102.13
14-34-478-017,2/10/2015,125000,1 Story,1400,27305,38586,R 0040,12,0.945281,Wood,10,78,0,1,82.68,89.29
14-34-478-018,1/30/2014,123000,1 Story,1294,32307,43588,R 0040,12,0.945281,Alum/Vinyl,14,83,0,0,101.05,95.05
14-34-479-001,9/25/2009,139900,1 Story,1148,31226,42967,R 0040,12,0.945281,Alum/Vinyl,10,83,0,1,112.28,121.86
14-34-479-009,9/10/2012,118000,1 Story,1272,30037,40862,R 0040,12,0.945281,Brick Front,13,78,0,0,96.37,92.77
14-34-479-012,7/25/2014,115000,1 Story,1232,29449,39149,R 0040,12,0.945281,Wood,9,85,0,1,95.33,93.34
14-34-479-016,6/13/2013,126900,1 Story,1196,26608,37435,R 0040,12,0.945281,Alum/Vinyl,10,83,0,0,93.9,106.1
14-35-151-006,5/27/2010,191750,1 Story,1989,36999,62413,R 0040,11,1.154351,Wood,13,72,0,1,94.14,96.41
14-35-151-007,5/5/2015,133000,1 Story,1689,39246,56610,R 0040,11,1.154351,Brick,14,95,0,1,100.55,78.74
14-35-151-010,10/10/2014,191250,1 Story,1968,54997,68699,R 0040,11,1.154351,Brick,13,90,0,1,104.72,97.18
14-35-152-004,6/10/2011,175000,1 Story,1622,44353,57665,R 0040,11,1.154351,Brick,12,95,0,0,106.66,107.89
14-35-153-003,8/5/2010,154000,2 & 1 Story,2518,48039,62964,R 0040,11,1.154351,Brick & Frame,13,90,0,1,75.02,61.16
14-35-276-011,10/9/2014,134000,Dr/Bi-Level,1169,39756,48901,R 0040,3,1.124939,Alum/Vinyl,8,98,0,1,125.49,114.63
14-35-276-018,2/14/2013,103900,Tri-Level,1039,36272,44530,R 0040,3,1.124939,Wood,9,95,0,1,128.58,100
14-35-276-023,1/13/2012,130000,Tri-Level,1248,36852,46603,R 0040,3,1.124939,Masonite,8,95,0,1,112.03,104.17
14-35-277-005,6/4/2010,126500,Tri-Level,1102,29757,39508,R 0040,3,1.124939,Alum/Vinyl,8,90,0,0,107.55,114.79
14-35-277-015,6/23/2014,89900,1 Story,1164,21705,30000,R 0040,3,1.124939,Alum/Vinyl,8,90,0,1,77.32,77.23
14-35-277-021,12/5/2014,127000,L Bi-Level,1112,32213,40413,R 0040,3,1.124939,Wood,8,90,0,1,109.03,114.21
14-35-277-023,9/12/2014,129000,L Bi-Level,1080,34816,44567,R 0040,3,1.124939,Alum/Vinyl,8,90,0,1,123.8,119.44
14-35-277-027,12/7/2012,132500,L Bi-Level,1116,34731,42993,R 0040,3,1.124939,Alum/Vinyl,8,90,0,1,115.57,118.73
14-35-277-029,5/28/2010,126000,Tri-Level,1113,32826,41088,R 0040,3,1.124939,Alum/Vinyl,8,90,0,1,110.75,113.21
14-35-277-034,5/27/2011,132000,L Bi-Level,1116,33113,41375,R 0040,3,1.124939,Alum/Vinyl,8,96,0,1,111.22,118.28
14-35-277-039,1/29/2009,105000,1 Story,1164,29835,38097,R 0040,3,1.124939,Masonite,8,90,0,0,98.19,90.21
14-35-278-003,2/4/2014,120500,L Bi-Level,1116,36889,45559,R 0040,3,1.124939,Wood,8,90,0,1,122.47,107.97
14-35-278-004,10/28/2011,126000,Dr/Bi-Level,1080,34828,43018,R 0040,3,1.124939,Alum/Vinyl,8,90,0,1,119.49,116.67
14-35-278-008,4/23/2010,134000,Dr/Bi-Level,1060,34378,42568,R 0040,3,1.124939,Alum/Vinyl,8,90,0,1,120.48,126.42
14-35-278-010,2/10/2012,120000,1.5 Finished,1434,34029,42699,R 0040,3,1.124939,Alum/Vinyl,8,96,0,0,89.33,83.68
14-35-278-012,4/15/2015,105000,1 Story,989,28956,38087,R 0040,3,1.124939,Alum/Vinyl,8,90,0,0,115.53,106.17
14-35-279-003,4/15/2015,135500,1.5 Finished,1434,30376,39122,R 0040,3,1.124939,Masonite,8,90,0,1,81.85,94.49
14-35-279-005,2/4/2014,107500,1 Story,1012,33341,41589,R 0040,3,1.124939,Alum/Vinyl,8,92,0,1,123.29,106.23
14-35-279-022,5/28/2013,130500,Dr/Bi-Level,1002,36835,46389,R 0040,3,1.124939,Alum/Vinyl,10,98,0,1,138.89,130.24
14-35-280-002,6/12/2013,98000,1.5 Finished,1434,27912,38118,R 0040,3,1.124939,Masonite,8,85,0,0,79.74,68.34
14-35-280-003,9/28/2015,131500,L Bi-Level,1116,34210,43928,R 0040,3,1.124939,Wood,8,96,0,1,118.09,117.83
14-35-280-004,7/2/2015,128000,L Bi-Level,1116,33125,42333,R 0040,3,1.124939,Alum/Vinyl,8,90,0,1,113.8,114.7
14-35-281-002,10/31/2014,100000,1 Story,999,26802,35002,R 0040,3,1.124939,Alum/Vinyl,8,90,0,0,105.11,100.1
14-35-281-003,9/18/2015,129500,Dr/Bi-Level,1078,39187,47387,R 0040,3,1.124939,Alum/Vinyl,10,98,0,1,131.87,120.13
14-35-281-005,8/1/2012,134000,St Bi-Level,1108,34672,43800,R 0040,3,1.124939,Alum/Vinyl,9,98,0,1,118.59,120.94
14-35-281-011,9/26/2014,130000,Tri-Level,1039,36094,44529,R 0040,3,1.124939,Wood,9,95,0,1,128.57,125.12
14-35-281-015,4/2/2012,114000,Dr/Bi-Level,1039,29386,37586,R 0040,3,1.124939,Wood,9,95,0,1,108.53,109.72
14-35-281-016,7/14/2009,139000,2 Story,1248,37066,46817,R 0040,3,1.124939,Wood,9,95,0,1,112.54,111.38
14-35-281-017,10/9/2013,142000,1.5 Finished,1434,35718,45469,R 0040,3,1.124939,Alum/Vinyl,8,90,0,1,95.12,99.02
14-35-281-018,5/18/2015,115000,2 & 1 Story,1435,37800,46000,R 0040,3,1.124939,Alum/Vinyl,8,88,0,0,96.17,80.14
14-35-281-021,6/25/2009,125500,Dr/Bi-Level,1080,31848,40996,R 0040,3,1.124939,Alum/Vinyl,8,80,0,0,113.88,116.2
14-35-281-023,10/31/2013,127000,Dr/Bi-Level,1080,32511,43718,R 0040,3,1.124939,Alum/Vinyl,8,90,0,1,121.44,117.59
14-35-281-024,5/27/2015,140000,L Bi-Level,1347,37629,48993,R 0040,3,1.124939,Alum/Vinyl,8,90,0,1,109.12,103.93
14-35-281-028,10/16/2015,125000,Dr/Bi-Level,1120,33943,42143,R 0040,3,1.124939,Alum/Vinyl,8,90,0,1,112.88,111.61
14-35-281-029,5/1/2009,135000,2 & 1 Story,1385,34300,42500,R 0040,3,1.124939,Alum/Vinyl,8,90,0,0,92.06,97.47
14-35-301-007,7/15/2015,156000,1 Story,1224,32541,43598,R 0040,12,0.945281,Brick Front,10,86,0,1,106.86,127.45
14-35-301-009,9/24/2015,153000,Tri-Level,1848,43113,54606,R 0040,12,0.945281,Brick & Frame,10,88,0,1,88.65,82.79
14-35-301-010,8/5/2013,153000,1 Story,1683,37721,48803,R 0040,12,0.945281,Brick & Frame,10,86,0,0,86.99,90.91
14-35-301-011,5/19/2014,168000,1 Story,1515,40088,51621,R 0040,12,0.945281,Brick & Frame,10,86,0,0,102.22,110.89
14-35-302-001,5/15/2009,125000,1 Story,1056,27199,38993,R 0040,12,0.945281,Wood,10,86,0,0,110.78,118.37
14-35-302-004,3/5/2014,128500,1 Story,1418,26670,38330,R 0040,12,0.945281,Alum/Vinyl,9,83,0,0,81.09,90.62
